gene	symbol	category	lipo_annote	rpos_annote_caimano	rpos_annote_grassmann	rrp1_annote	rel_recov_annote	rel_starve_annote	rel_station_annote	unreg	baseMean	log2fc_12	padj_12	log2fc_13	padj_13	log2fc_1e	padj_1e	log2fc_23	padj_23	log2fc_3e	padj_3e
BB_0281	BB_0281	CM	NA	NA	NA	NA	NA	down	down	FALSE	5634.392457	-0.063467004	0.554298934	-0.237043476	0.007267699	-0.476557719	6.76E-09	-0.143265737	0.096106686	-0.219182108	0.012065845
BB_0160	alr	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	339.1110385	0.102774327	0.55733339	0.001782283	0.991134841	0.126434675	0.59098682	-0.066833657	0.568038905	0.088274431	0.651672001
BB_0360	BB_0360	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	337.5673434	0.091508581	0.55733339	0.011752024	0.950378281	0.412880393	0.004992601	-0.061069835	0.615348377	0.363670155	0.012054397
BB_0505	BB_0505	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3829.282214	0.063760923	0.55733339	-0.05966046	0.589358527	-0.2163889	0.012185362	-0.10989895	0.225502007	-0.146513064	0.107634071
BB_0576	BB_0576	U	NA	NA	NA	NA	NA	up	up	FALSE	272.2492694	-0.096656172	0.55733339	0.05526145	0.80195936	0.10907424	0.583537807	0.110053215	0.364619225	0.035908085	0.8539472
BB_K19	BB_K19	CE	S	NA	NA	NA	NA	up	NA	FALSE	78.8570512	-0.086977524	0.55733339	0.057164785	0.833661456	0.426123337	0.204498354	0.065059635	0.38677245	0.152054366	0.396600259
BB_0104	BB_0104	PD	NA	NA	NA	NA	NA	down	down	FALSE	16799.33779	0.077086176	0.565739485	-0.380876511	3.34E-05	-0.717556697	9.14E-16	-0.455144432	5.83E-06	-0.300417999	0.001212921
BB_0733	BB_0733	NA	NA	NA	NA	down	NA	NA	NA	FALSE	2492.91622	-0.066915207	0.56775957	-0.108137077	0.305939491	-0.424694149	1.39E-06	-0.030768531	0.79116153	-0.297380607	0.00104741
BB_0322	BB_0322	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3062.177227	0.088345708	0.569804133	0.210903776	0.166571233	-0.048244477	0.768292187	0.068519259	0.56852666	-0.244750563	0.074944306
BB_0678	BB_0678	TP	NA	NA	NA	NA	NA	down	NA	FALSE	3869.365285	-0.063518854	0.570792662	-0.331579165	0.000129379	-0.472190407	1.15E-08	-0.243265151	0.007305767	-0.122975973	0.18850039
BB_P03	BB_P03	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	45.6174944	-0.078722819	0.572078909	-0.019950606	0.937228859	-0.138362151	0.70935022	0.034454829	0.632934705	-0.04303924	0.823100205
BB_L03	BB_L03	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	45.6174944	-0.078722819	0.572078909	-0.019950606	0.937228859	-0.138362151	0.70935022	0.034454829	0.632934705	-0.04303924	0.823100205
BB_D21	BB_D21	U	NA	NA	NA	NA	NA	up	NA	FALSE	447.7785049	-0.094014464	0.572078909	-0.225220738	0.197398967	0.0315482	0.885408812	-0.060388347	0.61815945	0.236597633	0.140746356
BB_0090	BB_0090	MT	NA	NA	NA	NA	NA	down	NA	FALSE	3105.512343	0.070048321	0.578315168	-0.042247706	0.760869242	-0.627659527	4.90E-11	-0.096124128	0.356277002	-0.584640231	4.42E-09
BB_0002	BB_0002	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	932.9646474	-0.073609988	0.57957548	0.157376337	0.196670784	0.426795276	7.13E-05	0.210569844	0.054458412	0.239950186	0.031093967
BB_0453	BB_0453	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	591.654124	-0.075177623	0.57957548	-0.172991977	0.173212735	-0.007082674	0.957699471	-0.065519038	0.560948215	0.157745412	0.200719257
BB_R36	BB_R36	U	NA	NA	NA	up	down	down	NA	FALSE	81.03094609	0.085111678	0.57957548	0.901261301	0.009599045	0.910204197	0.009325142	0.162172378	0.102898327	-0.017815764	0.93228066
BB_0229	rpmE	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1064.066617	0.075547825	0.582060356	0.058917053	0.687128457	-0.120480541	0.354509484	-0.017855714	0.888506579	-0.165668256	0.171459955
BB_A01	BB_A01	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	87.98757206	0.087461789	0.582060356	0.252216356	0.308901165	0.942730303	0.004390463	0.027129624	0.775508166	0.288345432	0.167358902
BB_0790	BB_0790	U	NA	NA	NA	down	NA	down	down	FALSE	1459.731509	0.072737553	0.582793535	0.086980885	0.508861538	-0.361362223	0.001023411	0.003996961	0.967201645	-0.438685911	6.52E-05
BB_0554	BB_0554	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1316.930657	-0.077505796	0.584102332	0.229122165	0.073553513	-0.032477137	0.826031226	0.292826956	0.017591857	-0.253049303	0.037488853
BB_0575	pyrG	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3904.628391	0.056715167	0.584102332	-0.078645384	0.401004814	-0.203108033	0.010827965	-0.123539986	0.142486481	-0.115196863	0.189124598
BB_0664	BB_0664	CE	P	NA	NA	NA	NA	NA	NA	TRUE	593.0683782	0.078500458	0.584102332	-0.084190041	0.577757293	0.312983638	0.012196505	-0.13604249	0.234739331	0.381602228	0.001889198
BB_P34	BB_P34	CE	NA	NA	NA	up	up	NA	NA	FALSE	476.0291289	-0.090234548	0.584102332	-0.072472629	0.715530793	-0.297729636	0.087006401	0.022863729	0.869172098	-0.172735259	0.276063773
BB_G09	BB_G09	U	NA	NA	NA	up	NA	NA	NA	FALSE	104.7936332	0.091115622	0.584501845	0.005081025	0.985323769	0.295201543	0.337987179	-0.047515834	0.599469546	0.158140768	0.40176708
BB_R02	BB_R02	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	48.28299969	0.078535605	0.585545273	0.213706189	0.375001554	0.803254849	0.030026253	0.016866383	0.848424085	0.164621275	0.356096153
BB_0596	BB_0596	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4639.433712	0.0537674	0.586145926	0.031740269	0.762215753	0.338740042	3.20E-06	-0.021568689	0.840418169	0.297132566	7.07E-05
BB_0005	trpS	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1322.996778	0.075647665	0.589476886	-0.009590945	0.950378281	0.305615391	0.009883933	-0.069552773	0.536742135	0.293893938	0.012065845
BB_S29	bdrF	CE	NA	NA	NA	up	NA	NA	NA	FALSE	312.1900405	0.088390232	0.591040539	0.343955881	0.034205581	0.195583886	0.262368125	0.157784588	0.214756552	-0.137525336	0.38945092
BB_0121	frr	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3620.498912	-0.056233725	0.594145801	-0.141508406	0.114817206	-0.166955336	0.047977746	-0.069634153	0.441373515	-0.018703272	0.86905538
BB_0757	clpP	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1831.284882	-0.070600597	0.597059157	-0.331623214	0.002940885	-0.339830902	0.001863844	-0.21753022	0.048932594	0.003260288	0.984939246
BB_0839	BB_0839	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	551.3341696	-0.089015418	0.600875813	-0.000601406	0.995297833	0.235089435	0.196433589	0.063403055	0.599347649	0.192346806	0.236678198
BB_0599	cysS	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3097.044349	-0.060777795	0.60188398	-0.038776106	0.763653242	0.563115772	3.93E-11	0.022429719	0.848424085	0.592796099	9.25E-12
BB_N29	BB_N29	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	47.99230398	0.07688315	0.610811954	0.697482803	0.035870178	0.359062481	0.292578404	0.101377698	0.211797342	-0.161800888	0.365154345
BB_0365	la7	CE	P	down	down-DMCs	NA	up	NA	NA	FALSE	12147.46718	0.087477692	0.61266843	-0.21290986	0.228931399	-0.934460513	1.61E-08	-0.266337101	0.073596649	-0.65235368	9.60E-05
BB_0622	ackA	MT	NA	NA	NA	up	up	NA	NA	FALSE	1080.80691	0.069622931	0.614470816	0.001233953	0.992723873	0.520227775	1.72E-06	-0.057514073	0.615348377	0.504134572	5.93E-06
BB_0087	BB_0087	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	12997.48077	0.055139773	0.616534576	-0.217885774	0.01137605	-0.003275785	0.891254214	-0.262078128	0.002928061	0.197352649	0.018751179
BB_0559	BB_0559	TP	NA	NA	NA	NA	NA	NA	NA	TRUE	9110.555601	0.06283132	0.616534576	-0.343146559	0.000618195	-0.207652664	0.039509304	-0.397432765	0.00017603	0.130220408	0.228828992
BB_O07	BB_O07	U	NA	NA	NA	NA	NA	down	down	FALSE	58.1383438	-0.074946318	0.616534576	-0.189494929	0.423782495	-0.798741917	0.031668629	-0.014332035	0.873142905	-0.179103676	0.309506741
BB_K34	BB_K34	U	NA	NA	NA	NA	NA	up	NA	FALSE	55.54455414	0.079667621	0.621544076	0.774093833	0.016778321	1.191212282	0.000512259	0.157703807	0.126619865	0.122468837	0.521967918
BB_G32	BB_G32	NA	NA	NA	up-DMCs	NA	NA	NA	NA	TRUE	92.68365048	0.086965569	0.624731028	0.4696848	0.06700419	-0.510220722	0.07520576	0.106611541	0.301664049	-1.121314393	0.000174259
BB_0661	BB_0661	U	NA	NA	NA	NA	NA	NA	NA	TRUE	713.7602156	0.07598539	0.625941891	-0.25625111	0.069242481	-0.496538012	0.000199626	-0.315485486	0.019545941	-0.192113309	0.165971192
BB_0366	BB_0366	PD	NA	NA	NA	NA	down	down	down	FALSE	14959.23997	0.046878121	0.627154217	-0.039178243	0.808726869	0.081498173	0.36879173	-0.076066137	0.414479366	0.116357936	0.239851124
BB_N22	BB_N22	U	NA	NA	NA	NA	down	down	down	FALSE	57.97170885	0.084076487	0.630212785	0.332663801	0.185442383	0.457944727	0.117721194	0.058008604	0.541388656	0.016561831	0.940359787
BB_0407	manA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6290.530636	-0.062963456	0.630674712	-0.437021937	1.22E-05	-0.539375588	3.48E-08	-0.355176723	0.00127291	-0.076943768	0.52257195
BB_0496	BB_0496	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1247.702866	-0.075462633	0.630703023	-0.209528806	0.146348137	-0.552203709	2.91E-05	-0.082830348	0.480460844	-0.293241357	0.028837927
BB_0524	BB_0524	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	332.3184552	0.075329712	0.632266874	0.147201282	0.340451801	0.270507906	0.058919162	0.039084137	0.766758461	0.092828624	0.547342295
BB_0083	BB_0083	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1150.744306	0.071767101	0.632796794	-0.205112763	0.108592753	0.173264672	0.183105426	-0.254557139	0.032691097	0.370711569	0.001794753
BB_0591	BB_0591	RR	NA	NA	NA	up	NA	up	up	FALSE	945.9820867	0.06751595	0.633781764	0.028029301	0.883481434	0.504359039	3.10E-06	-0.036155989	0.768994504	0.458876595	3.03E-05
BB_N35	BB_N35	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	73.05242893	0.04898855	0.633781764	0.111504873	0.559828142	0.390107889	0.291854262	0.002045816	0.967951596	0.039004814	0.790698748
BB_0074	prfB	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4650.621812	-0.054194384	0.634545352	-0.082187489	0.421393207	0.014390294	0.898397978	-0.02037338	0.862639686	0.093272945	0.341816688
BB_0336	BB_0336	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1716.323033	-0.066364456	0.638396845	-0.020373124	0.91239642	-0.223426384	0.057583284	0.040276926	0.740888362	-0.185771726	0.114429865
BB_K45	BB_K45	CE	NA	down	down-DMCs	NA	down	NA	NA	FALSE	5686.475905	0.053535495	0.639681809	0.200991582	0.02401959	0.43315213	7.76E-08	0.125305559	0.157258287	0.213754222	0.012065845
BB_0248	pepF	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4070.481921	-0.053757425	0.640248956	-0.024846454	0.840805236	0.144934448	0.117400231	0.02663567	0.81989068	0.161600339	0.079921712
BB_0265	BB_0265	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1580.134357	-0.064823056	0.640248956	-0.102709481	0.428421882	0.192555897	0.098986447	-0.023107071	0.862639686	0.283275676	0.01110627
BB_0334	BB_0334	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3229.95048	-0.057206563	0.640248956	-0.141304045	0.179836567	-0.413571134	6.44E-06	-0.063048656	0.528444004	-0.256750175	0.009039028
BB_0674	BB_0674	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	492.7467486	0.077504949	0.640248956	-0.014434506	0.937228859	0.139411254	0.453825815	-0.069254256	0.565387429	0.128292183	0.436582932
BB_0004	BB_0004	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1229.503221	0.055322031	0.64205584	0.224591289	0.017800528	0.423625549	1.18E-06	0.141428632	0.125713675	0.179756905	0.057478177
BB_0619	BB_0619	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2019.418552	-0.059047818	0.642275692	-0.171259921	0.114901165	-0.021759467	0.867318702	-0.084510915	0.407493232	0.145133248	0.177530774
BB_0208	BB_0208	U	NA	NA	up-DMCs	NA	up	up	up	FALSE	456.9229501	-0.079587906	0.64583222	0.344039444	0.042818023	0.591882735	0.000321174	0.419997516	0.012543106	0.171019235	0.281837369
BB_0159	BB_0159	NA	NA	NA	down-DMCs	NA	NA	NA	NA	TRUE	725.0359132	0.069953025	0.646201118	-0.014116777	0.942047731	0.215217507	0.112094302	-0.065520521	0.579048325	0.204350848	0.116052115
BB_0169	infA	TL	NA	NA	NA	up	up	up	up	FALSE	249.6077066	0.080920802	0.646201118	0.105016673	0.598664236	0.368212206	0.042746546	0.002454618	0.979420491	0.194746316	0.242351529
BB_0398	BB_0398	NA	P	NA	NA	NA	NA	NA	NA	TRUE	1187.878692	-0.061934489	0.646201118	-0.111750983	0.368894604	0.079275469	0.538764682	-0.032519011	0.795515356	0.180420572	0.107229018
BB_0507	BB_0507	U	NA	NA	NA	NA	NA	up	up	FALSE	315.6243624	-0.083333196	0.646201118	0.140160351	0.531895022	-0.209602019	0.394249556	0.14337219	0.240145632	-0.304450575	0.116653777
BB_0702	coaD	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	584.1760713	-0.072097486	0.646201118	-0.094904991	0.563691313	-0.225986248	0.126104779	-0.006752395	0.954884165	-0.10217931	0.507788675
BB_O34	BB_O34	CE	NA	NA	NA	NA	NA	NA	NA	TRUE	57.49434403	0.07533628	0.646201118	0.149637291	0.54432169	0.484019471	0.13090923	0.006836852	0.936809343	0.116956551	0.537387228
BB_0345	BB_0345	U	NA	NA	NA	NA	NA	NA	up	FALSE	2795.15315	0.055854287	0.648266907	0.293656951	0.002203196	0.196372735	0.040595929	0.207217272	0.032757963	-0.094167441	0.378495035
BB_0572	BB_0572	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2494.297304	-0.060843709	0.648266907	-0.283647	0.008390281	-0.346741488	0.000985456	-0.18403468	0.078525844	-0.041660033	0.766804415
BB_B25	BB_B25	NA	S	NA	NA	NA	NA	NA	NA	TRUE	125.9243815	0.083256224	0.648266907	-0.066144173	0.799740335	-0.159783022	0.550614397	-0.085396707	0.432969101	-0.046175981	0.835527366
BB_0163	BB_0163	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4446.970728	0.052277483	0.648270014	-0.050746439	0.628664052	0.248975354	0.001855293	-0.090739884	0.304981852	0.294483545	0.000280753
BB_0317	BB_0317	TP	NA	NA	NA	NA	NA	NA	NA	TRUE	516.8263837	-0.077174183	0.651131741	0.426779267	0.008956138	-0.150200667	0.417300051	0.516670394	0.002858347	-0.579149134	0.000344633
BB_0721	pgsA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	305.3857151	-0.079917303	0.651131741	-0.098263188	0.636052883	-0.240862622	0.22466005	0.002286789	0.980634862	-0.093128497	0.615204825
BB_N41	BB_N41	U	NA	NA	NA	NA	NA	NA	down	FALSE	58.80538635	-0.07736378	0.651131741	-0.02788965	0.925585011	0.608479985	0.037442495	0.032532529	0.747641452	0.530877531	0.038175746
BB_R15	BB_R15	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	115.2935228	0.057640445	0.652237476	0.197749025	0.374856839	0.455087442	0.220732692	0.018462274	0.795515356	0.027902294	0.873680737
BB_0588	bgp	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1156.670602	-0.065869066	0.653272612	-0.188193665	0.161935274	0.282847853	0.022949871	-0.080016106	0.480216753	0.469228067	0.000111588
BB_0316	BB_0316	TP	NA	NA	NA	NA	NA	NA	up	FALSE	212.6128585	-0.080233696	0.65759951	0.253655252	0.192607546	-0.023329921	0.92427579	0.295011472	0.071086852	-0.249768117	0.160265148
BB_0117	BB_0117	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	271.3784947	-0.075698623	0.658384554	0.026194918	0.916374831	-0.061780973	0.76156767	0.070901909	0.557350411	-0.071115237	0.698842186
BB_0101	asnS	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1407.231014	-0.062911185	0.658535578	-0.163532004	0.196543826	0.204412044	0.085869184	-0.068776719	0.536742135	0.35892252	0.001457835
BB_0704	acpP	MT	NA	NA	NA	NA	NA	up	NA	FALSE	920.3207063	0.061038544	0.658755587	-0.196391315	0.103944771	0.012354813	0.936956964	-0.235280981	0.034144668	0.198947478	0.085735312
BB_A08	BB_A08	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	702.1508963	0.074256566	0.664509855	0.261557587	0.113217058	0.61405046	9.28E-05	0.106478358	0.380682779	0.275857934	0.07290251
BB_0676	BB_0676	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1097.744692	0.06016463	0.664945591	-0.315702632	0.004989252	-0.258983901	0.021813556	-0.368448422	0.001678145	0.061383611	0.659084386
BB_0325	BB_0325	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1887.671714	-0.04385567	0.668294737	-0.076847911	0.384728116	-0.237436322	0.001300371	-0.028101562	0.79116153	-0.150572624	0.057570615
BB_0538	BB_0538	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	690.4682997	-0.065710614	0.670917454	0.0335805	0.85782846	-1.229956145	2.28E-21	0.076680511	0.506363319	-1.262841759	3.23E-21
BB_0820	rpoZ	TR	NA	NA	NA	NA	NA	up	NA	FALSE	234.1345529	0.076640891	0.670917454	-0.079345641	0.707955469	-0.055537792	0.80801173	-0.103775752	0.385053241	0.027878262	0.892984228
BB_R01	BB_R01	U	NA	NA	NA	NA	down	down	down	FALSE	84.24720418	0.065444585	0.673750182	0.945588245	0.008721537	1.239838396	0.000862577	0.195948913	0.073113565	0.066728729	0.733362454
BB_L26	BB_L26	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	49.55927944	-0.064363197	0.673750182	0.050997158	0.855517103	0.152081849	0.6780044	0.05022994	0.508059199	0.02984757	0.878446745
BB_0161	BB_0161	U	NA	NA	NA	NA	NA	up	up	FALSE	1734.516152	0.054055416	0.67407059	0.0177578	0.91239642	0.173356271	0.091851291	-0.033534537	0.782284148	0.143027329	0.172637836
BB_0122	tsf	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	7080.356457	-0.042839559	0.684777579	-0.260542534	0.000609753	-0.147893126	0.05564626	-0.199804595	0.012543106	0.112326965	0.178519512
BB_0804	rpsO	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1423.613965	-0.053472609	0.685684411	-0.377630025	0.000578841	-0.415263584	0.00010453	-0.282978298	0.011807008	-0.022524441	0.878446745
BB_M06	BB_M06	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	95.48296415	0.071420379	0.687501776	0.304467053	0.215834519	-0.156780279	0.616472639	0.058623093	0.541388656	-0.433286851	0.06786984
BB_F19a	BB_F19a	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	393.4130223	0.07180341	0.687501776	0.214016729	0.222437558	0.809654658	7.55E-07	0.071635233	0.552092963	0.516402822	0.001555179
BB_0649	groL	SR	NA	NA	NA	NA	down	NA	NA	FALSE	68385.68681	-0.051221805	0.689946779	-0.432892075	5.09E-06	-0.615896368	1.24E-11	-0.355308027	0.000463848	-0.159352892	0.108402773
BB_0671	BB_0671	NA	NA	NA	up-nymphs-DMCs	NA	NA	NA	NA	TRUE	1772.608745	-0.059884133	0.689946779	-0.103148865	0.458549485	-0.105523509	0.455464799	-0.026898753	0.848424085	0.007337617	0.966512105
BB_0359	BB_0359	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4668.758297	-0.042708064	0.693710654	-0.288420842	0.000568796	0.142748904	0.088419489	-0.218325312	0.011434103	0.434140142	7.34E-08
BB_L43	BB_L43	NA	NA	NA	NA	up	NA	NA	NA	FALSE	125.4709835	0.061696418	0.697781905	0.361389469	0.175097356	0.689596852	0.049077903	0.055809861	0.46911753	0.059583558	0.763290726
BB_N43	BB_N43	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	120.0006475	0.066727443	0.700499726	0.335048838	0.191195374	0.625210907	0.044498978	0.060793483	0.497507618	0.077203168	0.702620704
BB_0125	BB_0125	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3044.634673	-0.04851643	0.706350316	-0.009182642	0.942405984	-0.162315989	0.093025927	0.033638781	0.75833369	-0.142882062	0.149108891
BB_0469	lspA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	382.1152194	0.06499661	0.706350316	0.259954319	0.092726261	-0.422759129	0.005376573	0.122551384	0.306278232	-0.694935118	4.30E-06
BB_M11	BB_M11	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	62.05365613	-0.053460745	0.70641779	0.059063409	0.819987322	-0.198925849	0.588270564	0.04475295	0.499297785	-0.126503986	0.430705433
BB_0187	BB_0187	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1100.609414	0.058302498	0.70714116	0.02674027	0.882345531	-0.091134021	0.521768053	-0.02753949	0.838298851	-0.105061557	0.434216008
BB_0400	BB_0400	NA	NA	NA	up-nymphs-DMCs	NA	NA	NA	NA	TRUE	1418.745815	0.060473686	0.70714116	0.188046164	0.174171864	0.533795145	1.47E-05	0.084507089	0.45698528	0.302652094	0.015574139
BB_L25	BB_L25	U	NA	NA	NA	NA	NA	NA	NA	TRUE	51.55257102	-0.063218746	0.70714116	0.194418318	0.421651546	-0.426461351	0.193585203	0.111013724	0.211797342	-0.638412564	0.029568651
BB_F26a	BB_F26a	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	410.3384417	0.070306128	0.70714116	1.044160373	4.65E-08	0.640842183	0.000586151	0.90962789	1.08E-05	-0.322543148	0.0629527
BB_0158	BB_0158	NA	S	NA	NA	NA	NA	NA	NA	TRUE	2001.418344	0.052780745	0.711363384	-0.06740621	0.612974616	0.216875866	0.0457906	-0.100444521	0.339080135	0.272116383	0.010485908
BB_0283	BB_0283	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	15298.00001	-0.038842801	0.711831354	-0.204676628	0.033809518	-0.29731003	0.0008763	-0.131943111	0.160139511	-0.079236951	0.456131196
BB_0477	rpsJ	TL	NA	NA	NA	NA	NA	NA	down	FALSE	3787.381094	0.056875471	0.711831354	-0.27257124	0.028422144	-0.915144547	1.98E-15	-0.312407248	0.011056128	-0.602772866	3.25E-07
BB_0756	BB_0756	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	270.6143498	-0.068542756	0.711831354	-0.0196811	0.934716703	-0.199157959	0.329550099	0.040110049	0.783818415	-0.133446875	0.450853097
BB_S22	BB_S22	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	85.44100735	-0.058548084	0.711831354	0.033592292	0.911445979	0.144896233	0.692291821	0.041691941	0.591310458	0.040645044	0.841581465
BB_0831	BB_0831	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4165.313653	0.041649532	0.712072407	-0.172842521	0.041712144	-0.035227626	0.726295728	-0.200437709	0.01588675	0.134662388	0.109669549
BB_G13	BB_G13	NA	NA	up	up-DMCs	NA	NA	NA	NA	FALSE	43.51114571	0.058908371	0.712072407	0.303580095	0.232849581	-0.217267921	0.533032229	0.048211087	0.543001656	-0.50860017	0.057510483
BB_D09	BB_D09	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	197.2879728	0.068715593	0.717946006	0.065335249	0.780082752	0.336571244	0.102869334	-0.011915338	0.918621025	0.194685801	0.274453852
BB_0282	BB_0282	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	487.5727435	-0.055666575	0.718115303	-0.494859272	9.76E-05	-0.510163675	4.53E-05	-0.397022401	0.002928061	-0.00128463	0.995079638
BB_G08	BB_G08	NA	NA	NA	NA	up	NA	NA	NA	FALSE	300.4591665	0.068600539	0.718115303	0.160474828	0.485153638	0.290652408	0.255697123	0.023161466	0.848424085	0.052107857	0.818649696
BB_0095	BB_0095	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1451.758318	-0.048238322	0.721056781	-0.054108993	0.708300189	-0.308896043	0.006730592	0.003601707	0.972962164	-0.228596374	0.045306525
BB_0456	BB_0456	NA	P	NA	NA	NA	NA	NA	NA	TRUE	126.5609704	0.068030818	0.721056781	0.370059068	0.096267206	-0.317608876	0.195288007	0.118872625	0.300685214	-0.725192664	0.001889198
BB_0460	BB_0460	CE	P	NA	NA	NA	NA	up	up	FALSE	250.0040443	-0.063367533	0.721056781	0.216690614	0.190474931	0.442598946	0.004750523	0.240585349	0.084956008	0.165903443	0.283870844
BB_N05	BB_N05	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	59.88109601	0.062048836	0.72305505	-0.153752393	0.530239811	-0.098076952	0.773237553	-0.09486611	0.289868978	0.060923406	0.766804415
BB_0540	fusA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	41873.37672	0.041735323	0.723614224	-0.070504707	0.470209089	-0.417570934	1.23E-07	-0.101218897	0.245787979	-0.331715428	4.34E-05
BB_0199	BB_0199	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	280.5738184	0.065310715	0.726981463	0.376825029	0.041602585	0.167787705	0.418965434	0.186232392	0.171888159	-0.186501176	0.272069604
BB_B03	resT	NA	NA	NA	NA	up	NA	NA	NA	FALSE	1419.782033	0.050287816	0.726981463	0.160015129	0.175742822	0.345361958	0.00104427	0.077734663	0.44126916	0.161134802	0.153175554
BB_0107	nusB	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	760.6603371	-0.054720766	0.728024648	-0.28289023	0.02917842	-0.261051817	0.042746546	-0.164720268	0.134914496	0.030578969	0.850802209
BB_0549	BB_0549	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	61.30781834	0.053944257	0.728024648	0.171248259	0.467222051	0.384142043	0.272104956	0.018919692	0.82674125	0.037783674	0.842147628
BB_0675	BB_0675	U	NA	NA	NA	NA	NA	up	NA	FALSE	816.8413834	0.05139362	0.73099626	-0.276197563	0.01875034	-0.123553702	0.327670856	-0.308882454	0.007964296	0.147557525	0.228828992
BB_0715	BB_0715	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	8422.71373	-0.03930187	0.73099626	-0.182394637	0.026691859	-0.073303031	0.405086314	-0.128605028	0.126619865	0.108541763	0.21298515
BB_P15	BB_P15	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	144.8580191	0.047122706	0.73099626	0.153905131	0.491781323	0.208494754	0.574505569	0.014830454	0.845707628	-0.02205171	0.895020751
BB_P32	BB_P32	CD	NA	NA	NA	up	up	NA	NA	FALSE	413.0595115	-0.062013245	0.73099626	-0.287011568	0.091082639	-0.2664349	0.123001818	-0.131926789	0.284640387	0.034644589	0.856013465
